idVenta,FechaPedido,FechaEntrega,TipoCliente,TipoInstitucion,Cliente,Ciudad,Direccion,TipoAdquisicion,TipoCompra,precio_unitario,Cantidad,CodEquipo,MontoTotal
491885,2020-05-09,2024-05-18,Persona,NaN,Luz Úrsula Pérez Santos,Chuquisaca,"Vial de Judith Calatayud 70
Santa Cruz de Tenerife, 41479",Compra directa,en Línea,3500,97,QP-CPE250,339500
792655,2023-04-25,2023-12-10,Institución,Privada,Moliner-Andrade,Oruro,"Via de Luis Ángel Nebot 1 Puerta 5 
Ávila, 25747",Compra directa,Tienda,7500,15,QP-SC700,112500
914246,2020-01-23,2021-09-16,Persona,NaN,Maximiliano Arellano Tapia,Tarija,"Avenida Rosario Cardona 6
Girona, 46066",Compra directa,en Línea,3300,18,QP-SK105,59400
996226,2022-04-23,2024-03-17,Persona,NaN,Nerea Pardo Cabrera,Pando,"Rambla de Inés Ramón 55 Puerta 8 
Ceuta, 10735",Compra directa,Tienda,3200,85,QP-QP100,272000
902242,2020-03-25,2020-11-10,Institución,Privada,"Fuster, Roldán and Diego",Tarija,"Callejón Bernardo Higueras 45 Puerta 7 
Toledo, 33463",Licitación,Tienda,6500,72,QP-KC500,468000
357586,2022-09-07,2022-10-03,Persona,NaN,Moreno Santamaria,Pando,"Glorieta de Plácido Pineda 650 Puerta 6 
Lleida, 35322",Compra directa,en Línea,8500,44,QP-AIOB100,374000
368147,2021-10-20,2022-03-05,Institución,Privada,Bermejo-Pastor,Chuquisaca,"Ronda de Ezequiel Ocaña 371
Álava, 46193",Compra directa,en Línea,3500,6,QP-QP200,21000
253516,2024-01-24,2024-02-18,Persona,NaN,Remedios Salmerón Castell,Cochabamba,"Plaza Porfirio Alcázar 48
Barcelona, 21394",Compra directa,en Línea,3500,78,QP-CPE250,273000
992005,2022-11-20,2024-02-13,Institución,Pública,Gobierno Autónomo Departamental de Chuquisaca,La Paz,"Via de Gilberto Villalba 41
Las Palmas, 41438",Compra directa,Tienda,3300,92,QP-SK105,303600
889545,2023-09-10,2024-06-04,Persona,NaN,Roque de Saavedra,Oruro,"C. de Ester Vera 559
Barcelona, 46530",Compra directa,en Línea,7500,32,QP-SC700,240000
563906,2023-10-26,2023-11-24,Institución,Privada,Arjona Group,Tarija,"Cañada de Poncio Ortuño 5
Soria, 15884",Licitación,Tienda,3200,70,QP-QP100,224000
26718,2024-05-23,2024-06-03,Persona,NaN,Loreto Reyes Sastre,Potosi,"Vial Soraya Cañellas 65
Toledo, 25395",Compra directa,Tienda,8700,27,QP-AIOB200,234900
504888,2022-06-07,2022-08-06,Institución,Privada,Marqués and Sons,Chuquisaca,"Avenida Carmela Silva 441 Piso 8 
Valladolid, 26616",Compra directa,Tienda,1200,97,QP-HEKA120,116400
763151,2020-05-02,2023-12-13,Persona,NaN,Emiliano Carro Raya,Oruro,"Pasadizo Lorenza Arribas 21 Puerta 7 
Huelva, 27212",Compra directa,Tienda,3300,64,QP-SK105,211200
600056,2020-05-26,2021-05-13,Institución,Privada,Tomé Inc,Cochabamba,"Cuesta Dafne Palacio 32 Piso 4 
Guipúzcoa, 40773",Compra directa,en Línea,3000,9,QP-K101,27000
102878,2021-08-30,2022-06-22,Persona,NaN,Pepe Ferrán Sedano,Oruro,"Plaza de Fabiola Morera 43
Cuenca, 39463",Licitación,Tienda,8700,100,QP-AIOB200,870000
292586,2022-05-12,2023-03-19,Persona,NaN,Sonia Acosta-Recio,La Paz,"Avenida de Encarnacion Grande 72
La Rioja, 47180",Compra directa,Tienda,3500,66,QP-CPE250,231000
859099,2021-10-04,2021-12-10,Persona,NaN,Blas Costa Yáñez,Chuquisaca,"Glorieta Evaristo Morán 166 Piso 0 
Ceuta, 02835",Compra directa,en Línea,8500,91,QP-AIOB100,773500
374985,2022-05-19,2023-12-10,Institución,Pública,Gobierno Autónomo Departamental de Chuquisaca,La Paz,"Via Mónica Aguiló 6 Piso 3 
Barcelona, 47086",Compra directa,Tienda,1800,69,QP-TINKU300,124200
509204,2020-09-26,2021-04-03,Persona,NaN,Alfonso Quirós Huerta,Oruro,"Acceso Gonzalo Zorrilla 67 Piso 7 
Valladolid, 35337",Licitación,en Línea,3000,40,QP-K101,120000
20346,2022-07-31,2024-03-14,Persona,NaN,Candelario Fabra Manso,Santa Cruz,"Via Raquel Anguita 5
Pontevedra, 43273",Compra directa,Tienda,3000,5,QP-K101,15000
794374,2019-11-11,2021-08-06,Persona,NaN,Eutimio Osorio Fernández,Chuquisaca,"Callejón Tomasa Soler 47 Puerta 6 
Vizcaya, 32961",Licitación,Tienda,3300,84,QP-SK105,277200
416046,2020-10-14,2021-10-17,Persona,NaN,Agustina Bertrán,Cochabamba,"Cuesta de Ale Franco 66 Piso 4 
Soria, 19492",Licitación,en Línea,3000,69,QP-K101,207000
897020,2021-12-12,2022-01-23,Institución,Privada,Blanes-Rovira,Potosi,"Cuesta Ismael Pino 84
Navarra, 35149",Compra directa,Tienda,7500,24,QP-SC700,180000
926567,2022-08-22,2023-03-18,Persona,NaN,Pío del Téllez,Pando,"Callejón de Adelardo Casanovas 12
Málaga, 31933",Licitación,en Línea,3000,24,QP-K101,72000
730617,2020-05-14,2024-02-28,Persona,NaN,Roque Expósito Casanovas,Santa Cruz,"Via África Barrios 49 Piso 1 
Barcelona, 21693",Compra directa,Tienda,3500,71,QP-TPC200,248500
761187,2023-05-29,2023-09-29,Persona,NaN,Duilio Huguet Águila,Pando,"Camino Teófila Bustamante 86 Apt. 82 
Tarragona, 35232",Licitación,Tienda,6500,30,QP-KC500,195000
836166,2019-11-18,2020-10-22,Institución,Privada,Mendoza-Seguí,Santa Cruz,"Via Buenaventura Gutiérrez 213
Álava, 20826",Licitación,en Línea,1800,73,QP-TINKU300,131400
121988,2019-07-02,2021-03-11,Persona,NaN,María Luisa Salas Raya,Cochabamba,"Calle Esmeralda Coloma 8 Piso 5 
Granada, 13219",Licitación,Tienda,3500,45,QP-TPC200,157500
683519,2020-03-27,2023-05-07,Persona,NaN,Cosme Pascual Salvador,Potosi,"Pasadizo de Alex Manrique 813
Zamora, 31836",Licitación,Tienda,3500,44,QP-CPE250,154000
724002,2019-08-18,2022-03-15,Persona,NaN,Hilario Perelló Lara,Tarija,"Via Fátima Borrego 5
Murcia, 05761",Licitación,Tienda,3500,83,QP-NY50,290500
553020,2020-01-20,2024-03-22,Persona,NaN,Quique de Lledó,Oruro,"Calle de Ulises Marco 40 Piso 2 
Álava, 32104",Licitación,en Línea,3500,61,QP-QP200,213500
337859,2024-04-03,2024-04-06,Institución,Privada,"Cerro, Blasco and García",Tarija,"Via Ana Sofía Grande 17
Sevilla, 35924",Compra directa,Tienda,1200,14,QP-HEKA120,16800
572138,2021-07-24,2023-12-10,Persona,NaN,Iris Escamilla Otero,Oruro,"Avenida de Flavia Blazquez 66
Cuenca, 11326",Licitación,en Línea,3500,15,QP-QP200,52500
389885,2021-03-25,2021-10-04,Persona,NaN,José Luis del Cantón,La Paz,"Acceso de Clarisa Román 5
Huesca, 10989",Compra directa,Tienda,3500,98,QP-NY50,343000
90369,2022-05-28,2022-06-16,Institución,Pública,Gobierno Autónomo Departamental de Tarija,Beni,"Avenida de Felisa Llorens 98
Valladolid, 03269",Compra directa,Tienda,3500,21,QP-TPC200,73500
713915,2022-09-11,2023-07-03,Institución,Pública,Gobierno Autónomo Departamental de Oruro,Beni,"Via de Salud Villalobos 3
Melilla, 46931",Licitación,Tienda,3200,76,QP-QP100,243200
233598,2020-06-10,2021-05-03,Persona,NaN,Gema Márquez Iñiguez,Cochabamba,"Plaza Maximino Pi 685
Soria, 14842",Compra directa,en Línea,6500,21,QP-KC500,136500
448412,2024-03-21,2024-06-02,Persona,NaN,Ascensión Muro Somoza,Oruro,"Pasaje de Adán Benitez 71 Piso 4 
Barcelona, 51682",Compra directa,Tienda,3500,28,QP-QP200,98000
326235,2022-07-09,2022-12-24,Institución,Pública,Gobierno Autónomo Departamental de Chuquisaca,Oruro,"Urbanización Jennifer Garriga 40
Baleares, 41076",Licitación,Tienda,9500,60,QP-SC1000,570000
972742,2022-01-25,2022-06-25,Institución,Privada,Acosta LLC,Oruro,"Pasadizo Jose Carlos Cardona 760
Barcelona, 02416",Licitación,en Línea,3300,4,QP-SK105,13200
973020,2023-08-17,2024-01-20,Persona,NaN,Isidoro Sarabia Pacheco,Oruro,"Camino de Vinicio Ariza 27
Baleares, 47033",Compra directa,en Línea,6500,92,QP-KC500,598000
966947,2020-05-28,2022-06-24,Persona,NaN,Malena de Sevilla,Chuquisaca,"Pasaje de Noemí Rico 817 Apt. 55 
Melilla, 14285",Compra directa,Tienda,3500,68,QP-CPE250,238000
95302,2022-09-24,2023-12-08,Institución,Pública,Gobierno Autónomo Municipal de Cobija,Tarija,"Ronda René Varela 15 Apt. 69 
Valladolid, 15842",Compra directa,en Línea,7500,79,QP-SC700,592500
464534,2022-12-19,2023-05-21,Persona,NaN,Feliciana de Abella,Beni,"Paseo de Victoria Gallego 61 Piso 0 
Teruel, 28444",Compra directa,en Línea,9000,86,QP-AIOB300,774000
375315,2020-07-24,2022-04-10,Persona,NaN,Aristides Ponce Cortés,Chuquisaca,"Calle Aitana Sanabria 13
Castellón, 03945",Compra directa,en Línea,9000,44,QP-AIOB300,396000
756583,2019-11-09,2021-07-26,Institución,Pública,Gobierno Municipal de La Paz,Cochabamba,"Acceso Miguel Ángel Vélez 339 Piso 8 
La Coruña, 22152",Licitación,Tienda,7500,46,QP-SC700,345000
145404,2020-08-01,2022-10-19,Institución,Pública,Gobierno Autónomo Departamental de Chuquisaca,Cochabamba,"Glorieta Martina Valle 32
Ourense, 36907",Licitación,Tienda,6500,57,QP-KC500,370500
255575,2019-11-20,2023-08-20,Persona,NaN,Dalila Pulido Diego,Tarija,"Avenida de Fátima Bellido 97 Piso 2 
Cantabria, 30599",Compra directa,Tienda,8500,1,QP-AIOB100,8500
752339,2021-01-28,2022-08-08,Persona,NaN,Nicanor Zabaleta-Bejarano,Chuquisaca,"Camino Odalis Catalán 26
Granada, 40207",Compra directa,en Línea,3200,37,QP-QP100,118400
903908,2023-04-15,2024-05-22,Institución,Pública,Gobierno Autónomo Municipal de Tarija,La Paz,"Alameda Nuria Romeu 27
La Coruña, 12020",Compra directa,en Línea,3500,69,QP-TPC200,241500
36912,2023-01-25,2024-03-05,Persona,NaN,Baldomero Roma Carro,Oruro,"Via Narcisa Gimenez 46
La Rioja, 32366",Compra directa,en Línea,3500,32,QP-CPE250,112000
325637,2024-01-03,2024-04-21,Institución,Pública,Gobierno Autónomo Municipal de Cobija,Beni,"Via de Sandra Gutierrez 89
Pontevedra, 15029",Compra directa,en Línea,1200,85,QP-HEKA120,102000
591263,2021-10-04,2022-03-02,Institución,Privada,"Samper, Blazquez and Gárate",Chuquisaca,"Glorieta José Ángel Gimenez 134
Málaga, 16046",Compra directa,en Línea,3500,35,QP-QP200,122500
115634,2020-08-13,2022-09-21,Institución,Privada,"Isern, Avilés and Vallejo",Chuquisaca,"Cuesta de Germán Ramirez 868 Apt. 11 
Santa Cruz de Tenerife, 46175",Compra directa,en Línea,6500,42,QP-KC500,273000
154080,2020-07-25,2023-10-29,Persona,NaN,Isidoro Fuentes Hernández,Oruro,"Avenida de Sabas Perez 83 Piso 6 
Jaén, 51732",Compra directa,Tienda,9500,57,QP-SC1000,541500
280646,2022-08-15,2023-11-20,Persona,NaN,Che Sanabria Jaume,Potosi,"Ronda de Wilfredo Rovira 6
Álava, 03075",Compra directa,Tienda,1800,26,QP-TINKU300,46800
131740,2024-03-26,2024-06-01,Persona,NaN,Amalia de Cruz,Beni,"Pasadizo de Chema León 31
Teruel, 49429",Licitación,Tienda,3200,85,QP-QP100,272000
424517,2019-10-02,2023-09-26,Persona,NaN,Eva María del Cabanillas,La Paz,"Camino de Yaiza Corral 4 Puerta 8 
La Rioja, 17765",Compra directa,en Línea,3200,21,QP-QP100,67200
906987,2024-05-11,2024-06-09,Persona,NaN,Danilo de Cifuentes,Tarija,"Plaza Juan José Rueda 33 Puerta 2 
Albacete, 35265",Compra directa,en Línea,3500,59,QP-NY50,206500
862684,2024-03-26,2024-04-29,Institución,Privada,"Calderón, Cuesta and Plana",Santa Cruz,"Via de Yésica Rodrigo 41 Apt. 15 
Pontevedra, 17625",Licitación,Tienda,9000,82,QP-AIOB300,738000
313404,2020-04-11,2023-11-25,Persona,NaN,Natanael Morell,Cochabamba,"Via de Josué Linares 84
Cádiz, 05162",Licitación,Tienda,1200,12,QP-HEKA120,14400
431939,2024-05-11,2024-06-02,Persona,NaN,Miguel Ángel Casado Fábregas,Pando,"Plaza de Pedro Iniesta 53 Piso 8 
Salamanca, 51370",Compra directa,Tienda,7500,32,QP-SC700,240000
296505,2020-05-29,2022-10-02,Institución,Privada,"Nicolás, Dueñas and Salinas",Chuquisaca,"Callejón de Nico Lillo 661 Puerta 0 
Las Palmas, 06851",Compra directa,Tienda,8700,9,QP-AIOB200,78300
57782,2020-01-14,2020-12-08,Persona,NaN,Ariadna Prat Quero,Santa Cruz,"Paseo Camila Corominas 36 Apt. 19 
Las Palmas, 35710",Licitación,en Línea,3500,62,QP-NY50,217000
141543,2020-09-03,2022-02-16,Persona,NaN,Carlito Domingo Galindo,La Paz,"Avenida de Cesar Linares 12 Piso 6 
Guadalajara, 25228",Compra directa,en Línea,1200,69,QP-HEKA120,82800
243843,2021-10-03,2023-11-26,Persona,NaN,Raimundo Bernardino Ayala Valls,Beni,"Pasadizo de Loida Bru 79
Málaga, 51869",Licitación,en Línea,1200,63,QP-HEKA120,75600
777001,2023-02-06,2023-03-25,Institución,Privada,Abella Ltd,Santa Cruz,"Glorieta Elisa Trillo 8
Cuenca, 31718",Compra directa,Tienda,9500,6,QP-SC1000,57000
6197,2023-08-03,2023-12-19,Institución,Privada,Leiva Ltd,Pando,"Paseo Emelina Reig 8
Guipúzcoa, 32482",Licitación,en Línea,9000,15,QP-AIOB300,135000
859050,2021-05-19,2022-02-27,Persona,NaN,Amor Garriga-Ferrándiz,Potosi,"Urbanización de Simón Saavedra 46 Puerta 3 
Lugo, 33014",Compra directa,Tienda,1200,9,QP-HEKA120,10800
797501,2022-10-19,2024-04-23,Institución,Privada,Zaragoza-Salcedo,Beni,"Plaza Juan Bautista Novoa 10 Piso 8 
Ourense, 37953",Compra directa,Tienda,3500,73,QP-QP200,255500
990839,2020-09-29,2021-04-28,Institución,Pública,Gobierno Autónomo Departamental de La Paz,Chuquisaca,"Cuesta Candelaria Pedraza 793 Piso 1 
Cádiz, 31863",Compra directa,en Línea,6500,86,QP-KC500,559000
72314,2021-11-15,2023-03-24,Institución,Pública,Gobierno Autónomo Departamental de Cochabamba,Oruro,"Avenida de Irma Bayona 9 Piso 9 
Burgos, 45109",Licitación,Tienda,3500,4,QP-NY50,14000
263190,2019-11-18,2023-02-27,Persona,NaN,Fausto Sotelo,La Paz,"Pasaje Bautista Jaén 15
Castellón, 13236",Licitación,en Línea,1200,50,QP-HEKA120,60000
93330,2020-04-18,2023-10-25,Institución,Privada,Jáuregui-Sastre,Chuquisaca,"Callejón Benjamín Villar 21
Cuenca, 38961",Licitación,Tienda,9500,60,QP-SC1000,570000
200388,2020-08-04,2023-05-09,Persona,NaN,Valerio Antúnez Murillo,Tarija,"Pasaje de Adora Requena 7
Cuenca, 32750",Compra directa,en Línea,3500,33,QP-CPE250,115500
495241,2023-07-02,2023-11-15,Persona,NaN,Ricardo Ortiz Valenzuela,Pando,"C. Fátima Sola 29
Zamora, 09683",Licitación,en Línea,3500,69,QP-QP200,241500
356616,2023-12-23,2024-03-12,Institución,Pública,Gobierno Autónomo Municipal de Tarija,Beni,"Acceso Martina Melero 64 Apt. 37 
Tarragona, 12523",Licitación,en Línea,8500,34,QP-AIOB100,289000
487327,2020-05-27,2022-02-23,Institución,Pública,Gobierno Autónomo Departamental de Oruro,Chuquisaca,"Urbanización Paca Amigó 93 Piso 3 
Girona, 24508",Compra directa,Tienda,3500,87,QP-QP200,304500
996879,2020-02-11,2023-02-02,Persona,NaN,Emilia Cabrero Guijarro,Santa Cruz,"Acceso de Ángeles Bernat 2
Huelva, 05290",Licitación,en Línea,9000,41,QP-AIOB300,369000
212942,2024-02-27,2024-04-29,Institución,Privada,"Mulet, Domínguez and Fernandez",Potosi,"Urbanización Maximiano Caro 94 Apt. 93 
Burgos, 17157",Compra directa,en Línea,3200,99,QP-QP100,316800
68873,2023-04-19,2023-06-21,Institución,Privada,Llorente PLC,Chuquisaca,"Rambla de Almudena Madrid 82
Cuenca, 03823",Licitación,Tienda,9500,2,QP-SC1000,19000
961287,2024-03-10,2024-05-26,Institución,Privada,"Ferrán, Mora and Duque",La Paz,"Acceso de Gilberto Berrocal 4 Puerta 6 
Barcelona, 02902",Licitación,en Línea,7500,80,QP-SC700,600000
289500,2024-05-11,2024-06-26,Institución,Privada,Baeza Group,Beni,"Cuesta Fernando Peláez 74 Puerta 4 
Murcia, 44969",Licitación,en Línea,9000,91,QP-AIOB300,819000
156677,2023-05-15,2023-06-13,Persona,NaN,Remigio Melero Luís,Chuquisaca,"Avenida de Tania Nebot 59
Castellón, 17344",Licitación,Tienda,3500,58,QP-CPE250,203000
398251,2020-12-27,2021-01-18,Institución,Privada,"Ferrández, Perea and Ibáñez",Tarija,"Vial Anselmo Gordillo 25
Valladolid, 24612",Licitación,en Línea,1800,59,QP-TINKU300,106200
743517,2023-07-22,2024-04-01,Persona,NaN,Armida Sureda Palmer,Oruro,"Rambla de Clímaco Hoz 1
Badajoz, 33948",Compra directa,Tienda,9500,24,QP-SC1000,228000
778196,2022-11-23,2023-01-20,Institución,Pública,Gobierno Autónomo Departamental de Santa Cruz,Beni,"Pasaje Cipriano Prat 74 Puerta 5 
Ourense, 20310",Licitación,Tienda,8700,90,QP-AIOB200,783000
17290,2019-07-14,2021-01-20,Institución,Privada,Barceló-Yáñez,Potosi,"Cuesta Anastasia Ferrán 418 Puerta 6 
Valencia, 48428",Compra directa,Tienda,6500,89,QP-KC500,578500
148293,2022-03-30,2022-06-30,Institución,Privada,"Gabaldón, Samper and Llamas",Pando,"Paseo de Amado Soriano 90 Piso 2 
Madrid, 18812",Compra directa,en Línea,9500,45,QP-SC1000,427500
233602,2023-08-09,2024-05-25,Persona,NaN,Amor Selena Meléndez Borrego,Santa Cruz,"Glorieta de Fabiana Valbuena 10 Puerta 9 
Ourense, 25990",Licitación,en Línea,3500,26,QP-TPC200,91000
378715,2023-07-12,2023-09-28,Institución,Privada,Gimeno and Sons,Potosi,"Alameda Adelaida Hervia 58
Toledo, 12284",Licitación,Tienda,3500,70,QP-QP200,245000
596057,2022-04-17,2023-04-21,Institución,Privada,Cañete PLC,Pando,"Acceso de Catalina Palau 651 Piso 9 
Huelva, 40354",Licitación,en Línea,9000,92,QP-AIOB300,828000
524413,2023-04-18,2023-06-27,Institución,Privada,Adán and Sons,Potosi,"Paseo de Irene Salgado 9
Ávila, 43294",Compra directa,en Línea,3000,15,QP-K101,45000
617812,2023-06-24,2024-01-29,Persona,NaN,Nélida Bejarano,Pando,"Pasaje Estela Torrens 610 Puerta 9 
Barcelona, 32620",Licitación,Tienda,6500,43,QP-KC500,279500
894650,2020-02-27,2021-09-08,Persona,NaN,Camila Múgica Gomila,Potosi,"Urbanización de Jose Carlos Suárez 20 Piso 1 
Lugo, 28556",Compra directa,Tienda,1200,84,QP-HEKA120,100800
326188,2021-06-13,2021-06-15,Persona,NaN,Mauricio Palma Ruiz,La Paz,"Rambla de Cloe Calvet 824
Burgos, 50457",Compra directa,en Línea,3200,99,QP-QP100,316800
257732,2021-10-02,2024-03-03,Institución,Privada,"Carmona, Guijarro and Alfaro",Santa Cruz,"Pasadizo de Nydia Meléndez 65
La Rioja, 28580",Licitación,en Línea,3500,72,QP-CPE250,252000
902711,2021-02-13,2021-08-18,Institución,Pública,Gobierno Autónomo Municipal de Cobija,Chuquisaca,"Alameda de Cristian Tejada 464
Valladolid, 25972",Licitación,en Línea,3000,59,QP-K101,177000
234037,2020-01-10,2021-12-28,Institución,Privada,"Cadenas, Márquez and Larrañaga",Santa Cruz,"Glorieta Cayetano Carbó 5 Piso 4 
Zamora, 01616",Compra directa,en Línea,3500,71,QP-TPC200,248500
196193,2022-12-20,2023-04-19,Institución,Pública,Gobierno Autónomo Departamental de Tarija,Cochabamba,"Alameda Severo Pizarro 72 Puerta 2 
Huelva, 25187",Compra directa,Tienda,3000,95,QP-K101,285000
458183,2019-10-06,2023-04-10,Institución,Pública,Gobierno Municipal de Trinidad,Pando,"Pasaje Maristela Barón 40
Cádiz, 12190",Licitación,en Línea,3300,87,QP-SK105,287100
456109,2020-08-31,2021-08-30,Persona,NaN,Fabián Barba,Tarija,"Glorieta de Severiano Campoy 83 Apt. 84 
Huelva, 17464",Licitación,en Línea,8500,51,QP-AIOB100,433500
325057,2023-10-27,2024-03-27,Persona,NaN,Édgar Gálvez Sastre,Chuquisaca,"Rambla Ariel Olivares 63 Apt. 75 
Pontevedra, 27494",Compra directa,en Línea,7500,20,QP-SC700,150000
180515,2020-10-28,2022-11-03,Persona,NaN,Margarita Araujo Roldan,Chuquisaca,"Glorieta de Miguel Ángel Acevedo 264 Apt. 09 
Lugo, 52048",Licitación,Tienda,1200,64,QP-HEKA120,76800
454781,2020-06-16,2024-05-16,Persona,NaN,Sarita Alonso Zabaleta,Cochabamba,"Avenida Bartolomé Oller 49 Piso 5 
Guipúzcoa, 09124",Licitación,en Línea,8700,50,QP-AIOB200,435000
479132,2020-04-23,2020-09-30,Institución,Pública,Gobierno Autónomo Departamental de Chuquisaca,Tarija,"Callejón de Jorge Folch 68
Ciudad, 50099",Licitación,en Línea,3200,55,QP-QP100,176000
682741,2022-04-02,2023-08-10,Persona,NaN,Catalina Aguilar Pacheco,Chuquisaca,"Ronda Eugenia Vigil 454
León, 31390",Compra directa,en Línea,3500,49,QP-QP200,171500
300922,2022-10-17,2024-02-28,Institución,Privada,Sanmiguel-Garrido,La Paz,"Avenida de Toño Porcel 4
León, 28068",Compra directa,Tienda,1200,11,QP-HEKA120,13200
150588,2022-06-05,2022-12-27,Persona,NaN,Norberto Nicolás Gargallo,Chuquisaca,"Rambla de Loreto Solé 8
Alicante, 29553",Compra directa,Tienda,9000,42,QP-AIOB300,378000
645287,2020-02-01,2023-02-01,Persona,NaN,Dionisio Tejero Mascaró,Cochabamba,"Rambla de Ana Serrano 69 Puerta 3 
Ourense, 30548",Licitación,en Línea,3500,5,QP-TPC200,17500
412499,2022-01-20,2023-01-11,Persona,NaN,Lucio Ismael Jover Cortina,Santa Cruz,"Camino de Coral Camino 85
Guipúzcoa, 35239",Compra directa,en Línea,9000,44,QP-AIOB300,396000
643064,2019-11-23,2022-04-30,Persona,NaN,Vito Pelayo-Manso,Tarija,"Vial de Candelario Viñas 54 Piso 8 
Guipúzcoa, 12730",Compra directa,Tienda,3200,4,QP-QP100,12800
681382,2023-07-10,2023-11-09,Persona,NaN,Juanita Valderrama Torre,Beni,"Alameda Angelina Galán 9 Piso 9 
Santa Cruz de Tenerife, 27741",Licitación,Tienda,3200,62,QP-QP100,198400
206768,2022-04-15,2022-10-05,Persona,NaN,Néstor Iván Llorente Bárcena,Beni,"Glorieta de Espiridión Sáenz 82
Sevilla, 01222",Compra directa,Tienda,8700,44,QP-AIOB200,382800
925474,2019-12-07,2021-12-15,Institución,Privada,"Durán, Quintanilla and Oliva",Potosi,"Cañada de Carla Alfonso 27 Puerta 9 
Sevilla, 05697",Licitación,en Línea,1800,53,QP-TINKU300,95400
299555,2021-10-08,2022-09-02,Institución,Pública,Gobierno Autónomo Departamental de Chuquisaca,Santa Cruz,"Camino Rosenda Salamanca 4 Apt. 27 
Valencia, 18083",Compra directa,Tienda,6500,85,QP-KC500,552500
197493,2020-07-22,2023-10-20,Institución,Pública,Gobierno Autónomo Departamental de Chuquisaca,La Paz,"Alameda Quique Mayo 74
Cuenca, 26278",Licitación,en Línea,7500,56,QP-SC700,420000
509975,2022-12-30,2023-03-25,Institución,Pública,Gobierno Autónomo Departamental de Chuquisaca,La Paz,"Glorieta Dionisia Yuste 6
Lleida, 18927",Licitación,en Línea,8700,12,QP-AIOB200,104400
838893,2022-11-10,2023-05-11,Institución,Pública,Gobierno Autónomo Municipal de Tarija,Oruro,"Rambla de Maximino Verdú 67 Piso 0 
Huelva, 40356",Licitación,en Línea,9500,62,QP-SC1000,589000
89356,2021-04-10,2021-12-31,Persona,NaN,Pánfilo Molins Amorós,Pando,"Urbanización Gil Bautista 6 Puerta 0 
Salamanca, 31461",Licitación,Tienda,3200,95,QP-QP100,304000
765895,2022-12-20,2023-12-13,Persona,NaN,Xiomara Lina Gisbert Gálvez,Oruro,"Calle de Marita Ripoll 321 Puerta 0 
León, 44904",Licitación,Tienda,8700,95,QP-AIOB200,826500
624555,2021-10-05,2022-08-09,Institución,Privada,Tejero-Bas,Beni,"Vial Blanca Carbonell 62
Castellón, 21052",Licitación,en Línea,7500,76,QP-SC700,570000
936689,2021-10-08,2022-10-16,Institución,Privada,Sevilla PLC,Pando,"Avenida Aura Naranjo 1 Piso 8 
Zamora, 43042",Compra directa,en Línea,3300,87,QP-SK105,287100
874601,2022-01-01,2022-09-10,Persona,NaN,Angelina Piquer-Caro,Pando,"Pasadizo Teófila Niño 11 Piso 4 
Pontevedra, 49101",Licitación,Tienda,7500,67,QP-SC700,502500
173386,2021-10-17,2024-05-15,Institución,Pública,Gobierno Autónomo Departamental de Cochabamba,Tarija,"Cañada de Álvaro Garay 445
Palencia, 06878",Licitación,en Línea,8500,47,QP-AIOB100,399500
783632,2019-11-20,2023-02-22,Institución,Privada,"Armengol, Frías and Gomila",Pando,"Rambla de Pío Viñas 1 Apt. 27 
Melilla, 41977",Compra directa,en Línea,1800,23,QP-TINKU300,41400
475212,2021-07-23,2023-06-05,Institución,Pública,Gobierno Autónomo Municipal de Tarija,Chuquisaca,"Vial de Diego Mora 483 Piso 5 
Pontevedra, 41766",Licitación,Tienda,6500,16,QP-KC500,104000
955974,2020-11-10,2023-09-22,Institución,Pública,Gobierno Autónomo Departamental de Oruro,Tarija,"Vial Amaro Cervantes 94
Badajoz, 26962",Licitación,en Línea,1800,2,QP-TINKU300,3600
888488,2021-10-07,2022-08-11,Institución,Privada,"Tudela, Méndez and Pavón",Tarija,"C. de Danilo Sobrino 53 Puerta 8 
Almería, 20719",Compra directa,Tienda,1800,12,QP-TINKU300,21600
88929,2019-06-26,2023-09-11,Institución,Pública,Gobierno Autónomo Departamental de Cochabamba,Santa Cruz,"Acceso Felicidad Rodrigo 8
Pontevedra, 33543",Compra directa,Tienda,8500,60,QP-AIOB100,510000
137629,2023-06-13,2024-02-23,Persona,NaN,Luz Soledad Moraleda Moliner,La Paz,"Callejón de Valentina Llorente 61 Apt. 77 
Cuenca, 23959",Compra directa,Tienda,8500,71,QP-AIOB100,603500
55086,2020-06-27,2022-12-10,Persona,NaN,León Roda Durán,Cochabamba,"Pasadizo Sandalio Franco 1
Teruel, 48055",Licitación,en Línea,3500,90,QP-QP200,315000
432791,2021-07-31,2022-08-02,Persona,NaN,Alma Martirio Coronado Cuenca,Chuquisaca,"Plaza Hernán Rincón 980
La Coruña, 13101",Compra directa,Tienda,8500,90,QP-AIOB100,765000
521935,2022-05-27,2024-02-04,Persona,NaN,Fito Salamanca Rico,Santa Cruz,"Callejón de Eduardo Cuervo 46
Burgos, 12397",Compra directa,en Línea,9000,9,QP-AIOB300,81000
671194,2021-04-10,2021-06-10,Persona,NaN,Mariana Carmona Cuéllar,Potosi,"Calle de Lorenza Higueras 44
Valladolid, 04713",Compra directa,en Línea,9500,30,QP-SC1000,285000
